date,video_id,views,revenue_usd,cpm_usd,country_top
2026-03-15,28,48,0.0573,3.1542,"{""US"": 0.5064, ""IN"": 0.1945, ""BR"": 0.0754, ""GB"": 0.1057, ""DE"": 0.118}"
2026-03-15,29,26,0.0321,3.8813,"{""US"": 0.5064, ""IN"": 0.1945, ""BR"": 0.0754, ""GB"": 0.1057, ""DE"": 0.118}"
2026-03-15,31,49,0.0619,3.5061,"{""US"": 0.5064, ""IN"": 0.1945, ""BR"": 0.0754, ""GB"": 0.1057, ""DE"": 0.118}"
2026-03-15,32,58,0.0654,3.5512,"{""US"": 0.5064, ""IN"": 0.1945, ""BR"": 0.0754, ""GB"": 0.1057, ""DE"": 0.118}"
2026-03-15,34,256,0.0912,0.5971,"{""US"": 0.5064, ""IN"": 0.1945, ""BR"": 0.0754, ""GB"": 0.1057, ""DE"": 0.118}"
2026-03-15,35,266,0.1043,0.5846,"{""US"": 0.5064, ""IN"": 0.1945, ""BR"": 0.0754, ""GB"": 0.1057, ""DE"": 0.118}"
2026-03-15,36,240,0.0892,0.6036,"{""US"": 0.5064, ""IN"": 0.1945, ""BR"": 0.0754, ""GB"": 0.1057, ""DE"": 0.118}"
2026-03-15,37,244,0.0796,0.6069,"{""US"": 0.5064, ""IN"": 0.1945, ""BR"": 0.0754, ""GB"": 0.1057, ""DE"": 0.118}"
2026-03-15,42,329,0.1203,0.6427,"{""US"": 0.5064, ""IN"": 0.1945, ""BR"": 0.0754, ""GB"": 0.1057, ""DE"": 0.118}"
2026-03-15,43,195,0.0657,0.6205,"{""US"": 0.5064, ""IN"": 0.1945, ""BR"": 0.0754, ""GB"": 0.1057, ""DE"": 0.118}"
2026-03-15,44,272,1.0023,6.8799,"{""US"": 0.5064, ""IN"": 0.1945, ""BR"": 0.0754, ""GB"": 0.1057, ""DE"": 0.118}"
2026-03-15,45,30,0.1057,6.6408,"{""US"": 0.5064, ""IN"": 0.1945, ""BR"": 0.0754, ""GB"": 0.1057, ""DE"": 0.118}"
2026-03-15,46,324,1.189,7.5891,"{""US"": 0.5064, ""IN"": 0.1945, ""BR"": 0.0754, ""GB"": 0.1057, ""DE"": 0.118}"
2026-03-15,47,28,0.0991,6.8023,"{""US"": 0.5064, ""IN"": 0.1945, ""BR"": 0.0754, ""GB"": 0.1057, ""DE"": 0.118}"
2026-03-15,48,21,0.078,7.0192,"{""US"": 0.5064, ""IN"": 0.1945, ""BR"": 0.0754, ""GB"": 0.1057, ""DE"": 0.118}"
2026-03-15,49,20,0.0371,3.469,"{""US"": 0.5064, ""IN"": 0.1945, ""BR"": 0.0754, ""GB"": 0.1057, ""DE"": 0.118}"
2026-03-15,50,13,0.0239,3.4759,"{""US"": 0.5064, ""IN"": 0.1945, ""BR"": 0.0754, ""GB"": 0.1057, ""DE"": 0.118}"
2026-03-16,1,40,0.1683,9.1556,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,4,39,0.1878,9.1236,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,6,68,0.3301,10.1663,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,7,54,0.2587,9.9575,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,8,39,0.1877,9.0996,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,9,33,0.1537,8.9365,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,10,30,0.1468,9.7451,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,11,453,2.135,8.8203,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,12,52,0.2289,9.5745,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,13,49,0.2276,9.0529,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,15,38,0.1799,9.3295,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,16,935,1.1173,3.42,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,17,55,0.063,3.3733,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,18,74,0.0861,3.2197,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,19,62,0.0666,3.5513,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,20,42,0.0465,3.3905,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,21,82,0.0913,3.5026,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,22,51,0.063,3.2834,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,23,309,0.3611,3.6052,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,24,996,1.2455,3.5181,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,25,72,0.0777,3.653,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,27,70,0.083,3.6428,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,28,50,0.0662,3.4347,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,29,61,0.0677,3.7758,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,31,46,0.0531,3.674,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,32,48,0.0589,3.4345,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,34,278,0.0986,0.5524,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,35,283,0.0919,0.6265,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,36,213,0.079,0.5678,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,37,195,0.0726,0.5819,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,42,399,0.1385,0.6076,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,43,261,0.0919,0.6204,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,44,411,1.357,6.6856,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,45,31,0.1076,6.9222,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,46,518,1.7705,7.1011,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,47,26,0.0945,6.9791,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,48,49,0.1698,6.7849,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,49,24,0.0414,3.2317,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-16,50,9,0.0155,3.7368,"{""US"": 0.486, ""IN"": 0.1783, ""BR"": 0.1199, ""GB"": 0.1037, ""DE"": 0.1121}"
2026-03-17,1,38,0.1795,8.9846,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,4,43,0.1946,9.7956,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,6,56,0.2517,9.666,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,7,31,0.159,9.8476,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,8,33,0.144,9.4144,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,9,45,0.2195,9.4829,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,10,44,0.1864,9.0263,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,11,393,1.8532,9.9569,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,12,25,0.1183,8.7117,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,13,33,0.1553,9.2008,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,15,26,0.1164,9.8376,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,16,1060,1.2274,3.2156,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,17,57,0.0663,3.8823,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,18,53,0.0572,3.4834,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,19,71,0.08,3.2142,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,20,60,0.07,3.5286,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,21,64,0.0807,3.5262,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,22,52,0.0604,3.4583,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,23,373,0.4411,3.4951,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,24,793,0.9155,3.805,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,25,51,0.0575,3.8661,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,27,51,0.0596,3.4541,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,28,73,0.088,3.4896,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,29,63,0.069,3.6337,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,31,50,0.0636,3.2027,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,32,65,0.066,3.3478,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,34,268,0.0989,0.5996,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,35,197,0.0673,0.618,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,36,257,0.0941,0.5369,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,37,268,0.1006,0.5794,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,42,439,0.165,0.5858,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,43,251,0.0849,0.5518,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,44,490,1.5842,7.4864,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,45,39,0.1328,7.1427,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,46,365,1.3544,6.7397,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,47,36,0.1302,6.6556,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,48,33,0.1082,6.8935,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,49,17,0.0304,3.4932,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-17,50,15,0.0253,3.673,"{""US"": 0.5165, ""IN"": 0.1697, ""BR"": 0.1238, ""GB"": 0.1045, ""DE"": 0.0854}"
2026-03-18,1,45,0.2104,9.738,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,2,769,3.7209,9.1313,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,4,34,0.1663,9.5117,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,6,30,0.1451,9.9539,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,7,42,0.2023,9.1935,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,8,49,0.2259,9.6998,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,9,34,0.1675,9.0104,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,10,42,0.1867,9.0569,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,11,366,1.7087,9.2849,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,12,34,0.1556,9.7161,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,13,46,0.1966,9.3254,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,15,21,0.0935,9.3376,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,16,1005,1.1591,3.5916,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,17,77,0.0913,3.588,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,18,71,0.0861,3.6362,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,19,49,0.0582,3.3088,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,20,78,0.0918,3.4698,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,21,65,0.07,3.6983,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,22,54,0.0628,3.2716,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,23,224,0.2622,3.5586,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,24,752,0.8861,3.7352,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,25,70,0.0861,3.7307,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,27,45,0.0537,3.5311,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,28,62,0.0735,3.5985,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,29,66,0.0846,3.5802,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,31,62,0.0728,3.371,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,32,62,0.0754,3.6066,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,34,211,0.0688,0.5388,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,35,236,0.0831,0.5985,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,36,275,0.0875,0.5537,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,37,316,0.1039,0.6107,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,39,4745,1.743,0.5857,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,42,276,0.0891,0.6316,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,43,249,0.0887,0.6035,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,44,500,1.7559,6.7315,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,45,39,0.1412,7.1737,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,46,409,1.5388,6.6782,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,47,30,0.1037,6.6212,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,48,46,0.1617,6.9604,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,49,25,0.0431,3.6794,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-18,50,17,0.029,3.7528,"{""US"": 0.4987, ""IN"": 0.1865, ""BR"": 0.1006, ""GB"": 0.1095, ""DE"": 0.1047}"
2026-03-19,1,38,0.1831,8.4274,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,2,892,4.403,8.9924,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,4,38,0.1758,8.867,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,6,51,0.2471,9.1471,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,7,36,0.1645,9.311,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,8,39,0.1891,9.7342,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,9,38,0.1686,9.1824,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,10,28,0.144,9.8224,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,11,289,1.3601,9.6462,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,12,40,0.1847,9.6099,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,13,43,0.2113,9.5433,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,15,34,0.1589,10.0146,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,16,899,1.0953,3.3191,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,17,67,0.0798,3.2484,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,18,81,0.0985,3.3308,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,19,65,0.0759,3.7196,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,20,63,0.0744,3.2496,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,21,62,0.0774,3.3874,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,22,58,0.0674,3.8306,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,23,242,0.3157,3.6843,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,24,819,1.0453,3.6196,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,25,67,0.0837,3.684,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,27,42,0.0498,3.4954,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,28,80,0.0952,3.5021,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,29,64,0.0712,3.6191,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,31,66,0.0804,3.5885,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,32,60,0.076,3.5686,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,34,216,0.0808,0.5779,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,35,295,0.1047,0.6021,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,36,214,0.0743,0.5848,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,37,203,0.0762,0.6239,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,39,4473,1.627,0.5766,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
2026-03-19,42,344,0.1251,0.5818,"{""US"": 0.5098, ""IN"": 0.1798, ""BR"": 0.104, ""GB"": 0.1164, ""DE"": 0.0901}"
